sku_color;sku;old_sku;description;qty_per_box;weight;length;lbs1400;crate_size
HU-FP054-5DRE TXPT;HU-FP054-5DRE;HU129;HU FRONT PANEL 5H 5DR WITH ELECTRIC ACCESS TXPT;;9;154;0;156
HU-FP054-E TXPT;HU-FP054-E;HU1356;HU FRONT PANEL 5H ELECTRIC ACCESS TXPT;;1;22;0;PETITE
HU-FP054-SC TXPT;HU-FP054-SC;HU193;HU FRONT PANEL 5H SEAM COVER TXPT;;0.1;24;0;PETITE
HU-FP059-12 TXPT;HU-FP059-12;;HU UPPER FRONT PANEL 8H 12ft TXPT;;;;;
HU-FP059-8 TXPT;HU-FP059-8;;HU UPPER FRONT PANEL 8H 8ft TXPT;;;;;
HU-FP059-EC1 TXPT;HU-FP059-EC1;;HU UPPER FRONT PANEL 8H END CAP 73.6875in TXPT;;;;;
HU-FP059-EC2 TXPT;HU-FP059-EC2;;HU UPPER FRONT PANEL 8H END CAP 38in TXPT;;;;;
HU-FP059-EC3L TXPT;HU-FP059-EC3L;;HU UPPER FRONT PANEL 8H END CAP SIDE LH TXPT;;;;;
HU-FP059-EC3R TXPT;HU-FP059-EC3R;;HU UPPER FRONT PANEL 8H END CAP SIDE RH TXPT;;;;;
HU-FP059-SC TXPT;HU-FP059-SC;;HU UPPER FRONT PANEL 8H SEAM COVER TXPT;;;;;
HU-FP060-12 TXPT;HU-FP060-12;;HU MIDDLE FRONT PANEL 13.625H 12ft TXPT;;;;;
HU-FP060-8 TXPT;HU-FP060-8;;HU MIDDLE FRONT PANEL 13.625H 8ft TXPT;;;;;
HU-FP060-EC1 TXPT;HU-FP060-EC1;;HU MIDDLE FRONT PANEL 13.625H END CAP 73.6875in TXPT;;;;;
HU-FP060-EC2 TXPT;HU-FP060-EC2;;HU MIDDLE FRONT PANEL 13.625H END CAP 38in TXPT;;;;;
HU-FP060-EC3L TXPT;HU-FP060-EC3L;;HU MIDDLE FRONT PANEL 13.625H END CAP SIDE LH TXPT;;;;;
HU-FP060-EC3R TXPT;HU-FP060-EC3R;;HU MIDDLE FRONT PANEL 13.625H END CAP SIDE RH TXPT;;;;;
HU-FP060-SC TXPT;HU-FP060-SC;;HU MIDDLE FRONT PANEL 13.625H SEAM COVER TXPT;;;;;
HU-FP061-12 TXPT;HU-FP061-12;;HU LOWER FRONT PANEL 18H 12ft TXPT;;;;;
HU-FP061-4 TXPT;HU-FP061-4;;HU LOWER FRONT PANEL 18H 4ft TXPT;;;;;
HU-FP061-6 TXBK;HU-FP061-6;;HU LOWER FRONT PANEL 18H 6ft TXBK;;;;;
HU-FP061-8 TXBK;HU-FP061-8;;HU LOWER FRONT PANEL 18H 8ft TXBK;;;;;
HU-FP061-8 TXPT;HU-FP061-8;;HU LOWER FRONT PANEL 18H 8ft TXPT;;;;;
HU-FP061-EC1 TXPT;HU-FP061-EC1;;HU LOWER FRONT PANEL 18H END CAP 73.75in TXPT;;;;;
HU-FP061-EC2L TXBK;HU-FP061-EC2L;;HU LOWER FRONT PANEL 18H END CAP SIDE LH TXBK;;;;;
HU-FP061-EC2L TXPT;HU-FP061-EC2L;;HU LOWER FRONT PANEL 18H END CAP SIDE LH TXPT;;;;;
HU-FP061-EC2R TXPT;HU-FP061-EC2R;;HU LOWER FRONT PANEL 18H END CAP SIDE RH TXPT;;;;;
HU-FP061-EC3L TXPT;HU-FP061-EC3L;;HU LOWER FRONT PANEL 18H END CAP SIDE LH EXTENDED TXPT;;;;;
HU-FP061-EC3R TXPT;HU-FP061-EC3R;;HU LOWER FRONT PANEL 18H END CAP SIDE RH EXTENDED TXPT;;;;;
HU-FP061-SC TXPT;HU-FP061-SC;;HU LOWER FRONT PANEL 18H SEAM COVER TXPT;;;;;
HU-FP062-12 TXPT;HU-FP062-12;;HU LOWER FRONT PANEL 6.5H 12ft TXPT;;;;;
HU-FP062-8 TXPT;HU-FP062-8;;HU LOWER FRONT PANEL 6.5H 8ft TXPT;;;;;
HU-FP062-EC1 TXPT;HU-FP062-EC1;;HU LOWER FRONT PANEL 6.5H END CAP 73.6875in TXPT;;;;;
HU-FP062-EC2 TXPT;HU-FP062-EC2;;HU LOWER FRONT PANEL 6.5H END CAP 38in TXPT;;;;;
HU-FP062-EC3L TXPT;HU-FP062-EC3L;;HU LOWER FRONT PANEL 6.5H END CAP SIDE LH TXPT;;;;;
HU-FP062-EC3R TXPT;HU-FP062-EC3R;;HU LOWER FRONT PANEL 6.5H END CAP SIDE RH TXPT;;;;;
HU-FP062-SC TXPT;HU-FP062-SC;;HU LOWER FRONT PANEL 6.5H SEAM COVER TXPT;;;;;
HU-FP065-8 TXPT;HU-FP065-8;;HU FRONT PANEL 6.5H 8ft TXPT;;;;;
HU-FP065-SC TXPT;HU-FP065-SC;;HU FRONT PANEL 6.5H SEAM COVER TXPT;;;;;
HU-KP001-12 GLBK;HU-KP001-12;;HU KICKPLATE 12ft GLBK;;;;;
HU-KP001-12-VC GLBK;HU-KP001-12-VC;;HU KICKPLATE VENTED CBES 12ft GLBK;;;;;
HU-KP001-2DR GLBK;HU-KP001-2DR;;HU KICKPLATE 2DR W/ ELECTRICAL HOLE GLBK;;;;;
HU-KP001-2DR SS;HU-KP001-2DR SS;;HU KICKPLATE 2DR W/ ELECTRICAL HOLE SS;;;;;
HU-KP001-2DRR SS;HU-KP001-2DRR SS;;HU KICKPLATE 2DR W/ ELECTRICAL HOLE (RIGHT) SS;;;;;
HU-KP001-3DR GLBK;HU-KP001-3DR;;HU KICKPLATE 3DR W/ ELECTRICAL HOLE GLBK;;;;;
HU-KP001-3DR SS;HU-KP001-3DR SS;;HU KICKPLATE 3DR W/ ELECTRICAL HOLE SS;;;;;
HU-KP001-3DRR SS;HU-KP001-3DRR SS;;HU KICKPLATE 3DR W/ ELECTRICAL HOLE (RIGHT) SS;;;;;
HU-KP001-4DR GLBK;HU-KP001-4DR;;HU KICKPLATE 4DR GLBK;;;;;
HU-KP001-4DR SS;HU-KP001-4DR SS;;HU KICKPLATE 4DR SS;;;;;
HU-KP001-5DR GLBK;HU-KP001-5DR;;HU KICKPLATE 5DR GLBK;;;;;
HU-KP001-5DR SS;HU-KP001-5DR SS;;HU KICKPLATE 5DR SS;;8.6;154;0;156
HU-KP001-6 GLBK;HU-KP001-6;;HU KICKPLATE 6ft GLBK;;;;;
HU-KP001-8 GLBK;HU-KP001-8;;HU KICKPLATE 8ft GLBK;;;;;
HU-KP001-8-VC GLBK;HU-KP001-8-VC;;HU KICKPLATE VENTED CBES 8ft GLBK;;;;;
HU-KP001-CRN GLBK;HU-KP001-CRN;;HU KICKPLATE CORNER GLBK;;;;;
HU-KP001-EC5L GLBK;HU-KP001-EC5L;;HU KICKPLATE END CAP 32in LH GLBK;;;;;
HU-KP001-EC5R GLBK;HU-KP001-EC5R;;HU KICKPLATE END CAP 32in RH GLBK;;;;;
HU-KP001-EC6 GLBK;HU-KP001-EC6;;HU KICKPLATE END CAP 71.4375in GLBK;;;;;
HU-KP001-SC GLBK;HU-KP001-SC;;HU KICKPLATE SEAM COVER GLBK;;;;;
HU-KP001-SC SS;HU-KP001-SC SS;;HU KICKPLATE SEAM COVER SS;;0.1;24;0;PETITE
HU-KP002-12 GLBK;HU-KP002-12;;HU KICKPLATE EXCEL 4H 12ft GLBK;;;;;
HU-KP002-6 GLBK;HU-KP002-6;;HU KICKPLATE EXCEL 4H 6ft GLBK;;;;;
HU-KP002-8 GLBK;HU-KP002-8;;HU KICKPLATE EXCEL 4H 8ft GLBK;;;;;
HU-KP002-8 GLMRR;HU-KP002-8;;HU KICKPLATE EXCEL 4H 8ft GLMRR;;;;;
HU-KP002-SC GLBK;HU-KP002-SC;;HU KICKPLATE EXCEL 4H SEAM COVER GLBK;;;;;
HU-KP002-SC GLMRR;HU-KP002-SC;;HU KICKPLATE EXCEL 4H SEAM COVER GLMRR;;;;;
HU-KP005-12 GLBK;HU-KP005-12;;HU KICKPLATE EXCEL 7.25H 12ft GLBK;;;;;
HU-KP005-8 GLBK;HU-KP005-8;;HU KICKPLATE EXCEL 7.25H 8ft GLBK;;;;;
HU-KP005-SC GLBK;HU-KP005-SC;;HU KICKPLATE EXCEL 7.25H SEAM COVER GLBK;;;;;
HU-KP007-4 TXPT;HU-KP007-4;;HU KICKPLATE 11.625H 4ft TXPT;;;;;
HU-KP007-SC TXPT;HU-KP007-SC;;HU KICKPLATE 11.625H SEAM COVER TXPT;;;;;
HU-KP014-11 GLBK;HU-KP014-11;;HU KICKPLATE 6H 11ft GLBK;;;;;
HU-KP014-EC2 GLBK;HU-KP014-EC2;;HU KICKPLATE 6H END CAP SIDE 76in GLBK;;;;;
HU-KP014-SC GLBK;HU-KP014-SC;;HU KICKPLATE 6H SEAM COVER GLBK;;;;;
HU-KP017-8 TXPT;HU-KP017-8;;HU KICKPLATE 8H 8ft TXPT;;;;;
HU-KP017-SC TXPT;HU-KP017-SC;;HU KICKPLATE 8H SEAM COVER TXPT;;;;;
HU-KP021-12 GLBK;HU-KP021-12;HU074;HU KICKPLATE COFFIN 4H 12ft GLBK;;8.8;145;0;PETITE
HU-KP021-4 GLBK;HU-KP021-4;;HU KICKPLATE COFFIN 4H 4ft GLBK;;;;;
HU-KP021-8 GLBK;HU-KP021-8;;HU KICKPLATE COFFIN 4H 8ft GLBK;;;;;
HU-KP021-EC1 GLBK;HU-KP021-EC1;;HU KICKPLATE COFFIN 4H END CAP 63.625in GLBK;;;;;
HU-KP021-EC2 GLBK;HU-KP021-EC2;;HU KICKPLATE COFFIN 4H END CAP 32.5in GLBK;;;;;
HU-KP021-SC GLBK;HU-KP021-SC;;HU KICKPLATE COFFIN 4H SEAM COVER GLBK;;;;;
HU-KP023-8 GLMRR;HU-KP023-8;;HU KICKPLATE 4.75H 8ft GLMRR;;;;;
HU-KP023-SC GLMRR;HU-KP023-SC;;HU KICKPLATE 4.75H SEAM COVER GLMRR;;;;;
HU-KP024-12 GLBK;HU-KP024-12;;HU KICKPLATE 4.5H 12ft GLBK;;;;;
HU-KP024-4 GLBK;HU-KP024-4;;HU KICKPLATE 4.5H 4ft GLBK;;;;;
HU-KP024-4 TXPT;HU-KP024-4;;HU KICKPLATE 4.5H 4ft TXPT;;;;;
HU-KP024-8 GLBK;HU-KP024-8;;HU KICKPLATE 4.5H 8ft GLBK;;;;;
HU-KP024-8 TXPT;HU-KP024-8;;HU KICKPLATE 4.5H 8ft TXPT;;;;;
HU-KP024-SC GLBK;HU-KP024-SC;;HU KICKPLATE 4.5H SEAM COVER GLBK;;;;;
HU-KP024-SC TXPT;HU-KP024-SC;;HU KICKPLATE 4.5H SEAM COVER TXPT;;;;;
HU-KP026-CRN GLBK;HU-KP026-CRN;;HU KICKPLATE 8.125H CORNER GLBK;;;;;
HU-KP026-EC1 GLBK;HU-KP026-EC1;;HU KICKPLATE 8.125H END CAP 66.5in GLBK;;;;;
HU-KP026-EC2 GLBK;HU-KP026-EC2;;HU KICKPLATE 8.125H 34.5in GLBK;;;;;
HU-KP029-8 TXPT;HU-KP029-8;;HU KICKPLATE 7.5H 8ft TXPT;;;;;
HU-KP029-SC TXPT;HU-KP029-SC;;HU KICKPLATE 7.5H SEAM COVER TXPT;;;;;
HU-RT001-3 GLBK;HU-RT001-3;;HU FRONT RACK SUPPORT 3ft GLBK;;;;;
HU-RT001-4 GLBK;HU-RT001-4;;HU FRONT RACK SUPPORT 4ft GLBK;;;;;
HU-RT001-EC1LH GLBK;HU-RT001-EC1LH;;HU FRONT RACK SUPPORT END CAP LH GLBK;;;;;
HU-RT001-EC1RH GLBK;HU-RT001-EC1RH;;HU FRONT RACK SUPPORT END CAP RH GLBK;;;;;
HU-RT001-EC2LH GLBK;HU-RT001-EC2LH;;HU FRONT RACK SUPPORT SIDE LH GLBK;;;;;
HU-RT001-EC2RH GLBK;HU-RT001-EC2RH;;HU FRONT RACK SUPPORT SIDE RH GLBK;;;;;
HU-RT002-12 GLBK;HU-RT002-12;;HU FRONT DISPLAY SUPPORT 12ft GLBK;;;;;
HU-RT002-6 GLBK;HU-RT002-6;;HU FRONT DISPLAY SUPPORT 6ft GLBK;;;;;
HU-RT002-8 GLBK;HU-RT002-8;;HU FRONT DISPLAY SUPPORT 8ft GLBK;;;;;
HU-RT002-CNR GLBK;HU-RT002-CNR;;HU FRONT DISPLAY SUPPORT CORNER GLBK;;;;;
HU-RT002-EC1 GLBK;HU-RT002-EC1;;HU FRONT DISPLAY SUPPORT END CAP GLBK;;;;;
HU-RT003-4 GLBK;HU-RT003-4;;HU HONEYCOMB RETAINER 4ft GLBK;;;;;
HU-RT004-4 GLBK;HU-RT004-4;;HU FRONT RACK SUPPORT 4ft GLBK;;;;;
HU-SC006-12 TXPT;HU-SC006-12;;HU HANDRAIL 1.5H 12ft TXPT;;;;;
HU-SC006-4 GLBK;HU-SC006-4;;HU HANDRAIL 1.5H 4ft GLBK;;;;;
HU-SC006-4 TXPT;HU-SC006-4;;HU HANDRAIL 1.5H 4ft TXPT;;;;;
HU-SC006-8 GLBK;HU-SC006-8;;HU HANDRAIL 1.5H 8ft GLBK;;;;;
HU-SC006-8 TXPT;HU-SC006-8;;HU HANDRAIL 1.5H 8ft TXPT;;;;;
HU-SHF015;HU-SHF015;;SHELF FRAME 18D X 48W;;;;;
HU-SHF018;HU-SHF018;;SHELF FRAME 20D X 36W;;;;;
HU-SHF020;HU-SHF020;;SHELF FRAME 20D X 48W;;;;;
HU-SHF026;HU-SHF026;;SHELF FRAME 22D X 48W;;;;;
HU-SHF029;HU-SHF029;;SHELF FRAME 24D X 48W;;;;;
HU-SHF035;HU-SHF035;;SHELF FRAME 22D X 30.25W;;;;;
HU-SHF036;HU-SHF036;;SHELF FRAME 24D X 30.25W;;;;;
HU002 BK;;;"HU 4"" BUMPER, 144""L, BLACK";;;;;
HU023 BK;;;HU PLASTIC HANDRAIL 144in BK;;;;;
HU030 GLBK;HU030;;HU CENTER TOP CAP 144in GLBK;;;;;
HU037 TXPT;HU037;;HU 11ft COLORBAND TXPT;;;;;
HU040 TXBK;HU040;;HU VENTED COLORBAND 144in TXBK;;;;;
HU040 TXPT;HU040;;HU VENTED COLORBAND 144in TXPT;;;;;
HU042 TXPT;HU042;;HU EC COLORBAND 72in TXPT;;;;;
HU045 TXPT;HU045;;HU COLORBAND 96in TXPT;;;;;
HU047 TXBK;HU047;;HU VENTED COLORBAND 96in TXBK;;;;;
HU047 TXPT;HU047;;HU VENTED COLORBAND 96in TXPT;;;;;
HU048 BK;;;"HU 4"" BUMPER CORNER, BLACK";;;;;
HU050 BK;;;HU LH/RH PLASTIC HANDRAIL CORNER, BLACK;;;;;
HU051 BK;HU051;;;;2;25;0;PETITE
HU052 BK;;;HU LH PLASTIC HANDRAIL CORNER, BLACK;;;;;
HU053 BK;;;HU RH PLASTIC HANDRAIL CORNER, BLACK;;;;;
HU057 GLBK;HU057;;HU TOP DUCT 48in GLBK;;;;;
HU062 GLBK;HU062;;HU 3' HONEYCOMB RETAINER GLBK;;;;;
HU063 GLBK;HU063;;HU 3' HONEYCOMB RETAINER GLBK;;;;;
HU065 GLBK;HU065;;HU HONEYCOMB RETAINER 48in GLBK;;;;;
HU066 GLBK;HU066;;HU HONEYCOMB RETAINER 48in GLBK;;;;;
HU067 GLBK;HU067;;HU HONEYCOMB RETAINER 48in GLBK;;;;;
HU069;HU069;;HU PTM SUPPORT 72in;;;;;
HU101 GLBK;HU101;;HU PAN 2ft W X 30.063D OVERLAP GLBK;;;;;
HU102 GLBK;HU102;;HU BOTTOM PAN 24.69W X 30.5D GLBK;;;;;
HU103 GLBK;HU103;;HU BOTTOM PAN CENTER 24.69W X 32D GLBK;;;;;
HU105 TXPT;HU105;;HU 11ft FRONT PANEL TXPT;;;;;
HU108 GLBK;HU108;;HU INTERIOR PANEL 144in GLBK;;;;;
HU114 TXBK;HU114;;HU FRONT PANEL 144in TXBK;;;;;
HU114 TXPT;HU114;;HU FRONT PANEL 144in TXPT;;;;;
HU1168 TXPT;HU1168;;HU FRONT PANEL 10.25in TXPT;;;;;
HU1169 TXPT;HU1169;;"HU 10.25"" LOWER 20"" FRONT PANEL TXPT";;;;;
HU1170 SS;HU1170 SS;;HU HANDRAIL / GLASS CAP PLENUM 10.25in SS;;;;;
HU1171 GLBK;HU1171;;"HU 11"" KICKPLATE SEAM COVER GLBK";;;;;
HU1202 ALMG;;;HU PLASTIC GLASS CAP 144in ALMG;;;;;
HU1228 TXPT;HU1228;;HU FRONT PANEL SEAM COVER TXPT;;;;;
HU123 GLBK;HU123;;HU LOWER BACK PANEL 48in GLBK;;;;;
HU1232 TXPT;HU1232;;HU FRONT PANEL 4ft TXPT;;;;;
HU124 GLBK;HU124;;HU UPPER BACK PANEL 48in GLBK;;;;;
HU1241 GLBK;HU1241;;HU INTERIOR PANEL 96in GLBK;;;;;
HU1263 GLBK;HU1263;;"HU BACK/SIDE WALL LINER, 21"" X 33 1/4"" GLBK";;;;;
HU1294 SS;HU1294 SS;;HU GLASS SEAM COVER SS;;;;;
HU1294 TXPT;HU1294;;HU GLASS SEAM COVER TXPT;;;;;
HU1294-EXT TXPT;HU1294-EXT;;HU GLASS SEAM COVER EXTENDED TXPT;;;;;
HU131 TXPT;HU131;;HU EC FRONT PANEL 72in TXPT;;;;;
HU133 GLBK;HU133;;HU EC INTERIOR PANEL GLBK;;;;;
HU1360 TXPT;HU1360;;HU FRONT PANEL 96in TXPT;;;;;
HU1361 TXPT;HU1361;;HU FRONT PANEL 144in TXPT;;;;;
HU1378 TXCG;HU1378;;HU EC UPPER FRONT PANEL TXCG;;;;;
HU1379 TXCG;HU1379;;HU EC FRONT PANEL TXCG;;;;;
HU1382 TXCG;HU1382;;HU FRONT PANEL PLENUM TXCG;;;;;
HU1385 TXCG;HU1385;;HU FRONT PANEL CORNER TXCG;;;;;
HU139 TXPT;HU139;;HU FRONT PANEL 96in TXPT;;;;;
HU1390 ALMG;;;HU PLASTIC GLASS CAP 96in ALMG;;;;;
HU1428 GLBK;HU1428;;HU EC FRONT INTERIOR PANEL GLBK;;;;;
HU1430 GLBK;HU1430;;HU FRONT INTERIOR PANEL 96in GLBK;;;;;
HU1431 GLBK;HU1431;;HU FRONT INTERIOR PANEL 144in GLBK;;;;;
HU1433 GLBK;HU1433;;"HU 20"" X 34.5"" END CAP BACK WALL LINER GLBK";;;;;
HU1434 GLBK;HU1434;;"HU 11"" X 33.5"" END CAP SIDE WALL LINER GLBK";;;;;
HU1436 GLBK;HU1436;;HU CENTER TOP CAP COVER 96in GLBK;;;;;
HU1438;HU1438;;HU PTM SUPPORT 96in;;;;;
HU1471 TXCG;HU1471;;HU UPPER FRONT PANEL 144in TXCG;;;;;
HU1472 TXCG;HU1472;;HU FRONT PANEL 144in TXCG;;;;;
HU1489 GLBK;HU1489;;HU INTERIOR HANDRAIL NOSING SEAM COVER GLBK;;;;;
HU150 TXBK;HU150;;HU FRONT PANEL 96in TXBK;;;;;
HU150 TXPT;HU150;;HU FRONT PANEL 96in TXPT;;;;;
HU1671 GLBK;HU1671;;HU EC KICKPLATE GLBK;;;;;
HU172;HU172;;HU PTM SUPPORT 144in;;;;;
HU173 GLBK;HU173;;HU WIRE RACK 23.75W X 27D-35D ADJ GLBK;;;;;
HU1733 GLBK;HU1733;;HU WEDGE RH WIRE RACK GLBK;;;;;
HU1733-P1 GLBK;HU1733-P1;;HU WEDGE RH WIRE RACK PART 1 GLBK;;;;;
HU1733-P2 GLBK;HU1733-P2;;HU WEDGE RH WIRE RACK PART 2 GLBK;;;;;
HU1734 GLBK;HU1734;;HU WEDGE LH WIRE RACK GLBK;;;;;
HU1734-P1 GLBK;HU1734-P1;;HU WEDGE LH WIRE RACK PART 1 GLBK;;;;;
HU1734-P2 GLBK;HU1734-P2;;HU WEDGE LH WIRE RACK PART 2 GLBK;;;;;
HU1735 GLBK;HU1735;;HU WEDGE CENTER WIRE RACK GLBK;;;;;
HU1735-P1 GLBK;HU1735-P1;;HU WEDGE CENTER WIRE RACK PART 1 GLBK;;;;;
HU1735-P2 GLBK;HU1735-P2;;HU WEDGE CENTER WIRE RACK PART 2 GLBK;;;;;
HU1738 GLBK;HU1738;;HU WEDGE LH RH CENTER WIRE RACK GLBK;;;;;
HU1738-P1 GLBK;HU1738-P1;;HU WEDGE LH RH CENTER WIRE RACK PART 1 GLBK;;;;;
HU1738-P2 GLBK;HU1738-P2;;HU WEDGE LH RH CENTER WIRE RACK PART 2 GLBK;;;;;
HU175 BK;;;HU PLASTIC RECEPTACLE COLLAR, BLACK;;;;;
HU1758 TXBK;HU1758;;HU FRONT PANEL CORNER 11H TXBK;;;;;
HU1759 TXBK;HU1759;;HU FRONT PANEL 48in 11H TXBK;;;;;
HU1766-12;HU1766-12;;SHELF BRACKET LH RH 3 POSITION 12in;;;;;
HU1766-14;HU1766-14;;SHELF BRACKET LH RH 3 POSITION 14in;;;;;
HU1766-16;HU1766-16;;SHELF BRACKET LH RH 3 POSITION 16in;;;;;
HU1766-18;HU1766-18;;SHELF BRACKET LH RH 3 POSITION 18in;;;;;
HU1766-22;HU1766-22;;SHELF BRACKET LH RH 3 POSITION 22in;;;;;
HU1784 TXPT;HU1784;;HU FRONT PANEL CORNER 8H TXPT;;;;;
HU1894;HU1894;;SHELF BRACKET LH RH 4 POSITION 8in;;;;;
HU1954 GLBK;HU1954;;HU WIRE RACK 30.5W X 23.375D X 3.5in LIP GLBK;;;;;
HU1955 GLBK;HU1955;;HU HANDRAIL NOSING 96.375in GLBK;;;;;
HU1956;HU1956;;SHELF BRACKET LH RH 4 POSITION 6in;;;;;
HU1957;HU1957;;SHELF BRACKET LH RH 4 POSITION 4in;;;;;
HU1973-20;HU1973-20;;SHELF BRACKET LH RH 1 POSITION 20in;;;;;
HU1973-22;HU1973-22;;SHELF BRACKET LH RH 1 POSITION 22in;;;;;
HU1973-24;HU1973-24;;SHELF BRACKET LH RH 1 POSITION 24in;;;;;
HU1983 TXPT;HU1983;;HU FRONT PANEL CORNER 13.25H TXPT;;;;;
HU1985-LH TXPT;HU1985-LH;;"HU 38 5/8"" END CAP LH SIDE FRONT PANEL TXPT";;;;;
HU1985-RH TXPT;HU1985-RH;;"HU 38 5/8"" END CAP RH SIDE FRONT PANEL TXPT";;;;;
HU1986 TXPT;HU1986;;"HU 73 3/4"" END CAP FRONT PANEL TXPT";;;;;
HU1987 TXPT;HU1987;;HU FRONT PANEL 12ft TXPT;;;;;
HU200 GLBK;HU200;;"HU SENSOR PLATE, 3""SQ GLBK";;;;;
HU2033 GLBK;HU2033;;HU LH/RH SIDE WALL LINER 21.25in 32.5in GLBK;;;;;
HU204 GLBK;HU204;;HU REAR RACK SUPPORT 48in GLBK;;;;;
HU2045-LH GLBK;HU2045-LH;;HU PAN 23.937W X 28.625D LH GLBK;;;;;
HU2045-RH GLBK;HU2045-RH;;HU PAN 23.937W X 28.625D RH GLBK;;;;;
HU2048 TXPT;HU2048;;HU 3ft X 11.625H MIDDLE PANEL CORNER TXPT;;;;;
HU2049 TXPT;HU2049;;HU 3ft X 61/2in LOWER FRONT PANEL CORNER TXPT;;;;;
HU2057 TXPT;HU2057;;HU FRONT PANEL 10.75inW FOR PLENUM TXPT;;;;;
HU2067;HU2067;;KICKPLATE CLIP BRACKET;;;;;
HU207 BK;;;HU PLASTIC KICKPLATE 144in BK;;;;;
HU208 BK;;;HU PLASTIC HANDRAIL 144in BK;;;;;
HU209 BK;;;HU PLASTIC HANDRAIL 144in BK;;;;;
HU211 TXPT;HU211;;HU UPPER CORNER TXPT;;;;;
HU212 TXPT;HU212;;HU LOWER CORNER TXPT;;;;;
HU213 BK;;;HU 2' PLASTIC LOUVER AIR GRATE, HONEYCOMB, END CAP, BLACK;;;;;
HU231 BK;;;"HU 4"" PLASTIC RUBRAIL CORNER 45DEG BLACK";;;;;
HU245 GLBK;HU245;;HU GLASS JOINT TRIM GLBK;;;;;
HU245 TXPT;HU245;;HU GLASS JOINT TRIM TXPT;;;;;
HU259 GLBK;HU259;;HU HANDRAIL NOSING 72in GLBK;;;;;
HU262 GLBK;HU262;;HU HANDRAIL NOSING 144.5in GLBK;;;;;
HU269 TXPT;HU269;;HU LOWER FRONT PANEL 96in TXPT;;;;;
HU281 TXPT;HU281;;HU LOWER FRONT PANEL 144in TXPT;;;;;
HU324-10;HU324-10;;HU SHELF BRACKET 2 POSITIONS LH RH 10in;;;;;
HU324-12;HU324-12;;HU SHELF BRACKET 2 POSITIONS LH RH 12in;;;;;
HU324-14;HU324-14;;HU SHELF BRACKET 2 POSITIONS LH RH 14in;;;;;
HU324-16;HU324-16;;HU SHELF BRACKET 2 POSITIONS LH RH 16in;;;;;
HU324-18;HU324-18;;HU SHELF BRACKET 2 POSITIONS LH RH 18in;;;;;
HU324-20;HU324-20;;HU SHELF BRACKET 2 POSITIONS LH RH 20in;;;;;
HU324-22;HU324-22;;HU SHELF BRACKET 2 POSITIONS LH RH 22in;;;;;
HU324-24;HU324-24;;HU SHELF BRACKET 2 POSITIONS LH RH 24in;;;;;
HU324-8;HU324-8;;HU SHELF BRACKET 2 POSITIONS LH RH 8in;;;;;
HU332 SS;HU332 SS;;HU 3ft END CAP SIDE GLASS CAP/HANDRAIL SS;;1.4;24;0;PETITE
HU341 SS;HU341 SS;;HU 4' GLASS CAP/HANDRAIL SS;;;;;
HU348 SS;HU348 SS;;;;0.6;4;0;PETITE
HU410 GLBK;HU410;;HU WIRE RACK 23.75W X 29D-39D ADJ GLBK;;;;;
HU413 BK;;;HU PLASTIC RUBRAIL 144in BLACK;;;;;
HU436 GLBK;HU436;;HU EC BACK WALL TOP CAP 72in GLBK;;;;;
HU437 GLBK;HU437;;HU LIGHT BOX 48in GLBK;;;;;
HU438 GLBK;HU438;;HU LIGHT BOX 36in GLBK;;;;;
HU439 GLBK;HU439;;"HU 48"" LIGHT BOX RETAINER GLBK";;;;;
HU463 GLBK;HU463;;HU BOTTOM PAN 30.5W X 23.75D INSULATED GLBK;;;;;
HU463B GLBK;HU463B;;HU BOTTOM PAN 30.5W X 23.75D INSULATED, BOTTOM GLBK;;;;;
HU463T GLBK;HU463T;;HU BOTTOM PAN 30.5W X 23.75D INSULATED, TOP GLBK;;;;;
HU476 SS;HU476 SS;;HU 7' GLASS CAP SS;;;;;
HU478 GLBK;HU478;;"HU 30"" STAMPED AIR RETURN GRILL GLBK";;;;;
HU481 GLBK;HU481;;"HU 36"" LIGHT BOX RETAINER GLBK";;;;;
HU496 GLBK;HU496;;HU 2' AIR RETURN GRILL, STAMPED, X GLBK;;;;;
HU522 BK;;;HU EXTRUDED FRONT EDGE TRIM 146in BK;;;;;
HU525 GLBK;HU525;;HU WIRE RACK 30.5W X 27D X 3.5LIP GLBK;;;;;
HU536;HU536;;SHELF BRACKET LH RH 4 POSITION 12in;;;;;
HU628 GLBK;HU628;;HU 2' AIR RETURN GRILL GLBK;;;;;
HU639 BK;;;HU BUMPER CORNER 4in x 98.5in, 45 DEG ANGLED BLACK;;;;;
HU640 BK;;;HU BUMPER SEAM COVER 4in BLACK;;;;;
HU643;HU643;;HU BRACKET FOR PLASTIC KICKPLATE;;;;;
HU652 TXPT;HU652;;HU 9' FRONT PANEL TXPT;;;;;
HU653 TXPT;HU653;;HU 5' FRONT PANEL TXPT;;;;;
HU654 TXPT;HU654;;HU 2' END FRONT PANEL TXPT;;;;;
HU655 GLBK;HU655;;HU LH KICKPLATE 108in GLBK;;;;;
HU656 GLBK;HU656;;HU LH KICKPLATE 60in GLBK;;;;;
HU657 GLBK;HU657;;HU END ANGLED KICKPLATE 24in GLBK;;;;;
HU658 GLBK;HU658;;HU END FRONT KICKPLATE 24in GLBK;;;;;
HU659 GLBK;HU659;;HU RH KICKPLATE 60in GLBK;;;;;
